CodigoArticulo,LLAVE,VALUE
AB000055,CostoPromedio ,540.0
AB000055,CodigoCliente ,CG71283
AB000055,NombreCliente ,Nonummy Ut Corp.
AB000055,CodigoTienda  ,T40
AB000055,NombreTienda  ,Tienda 43
AB000055,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000055,Region        ,Norte
AB000055,Departamento  ,Chiquimula
AB000055,CodigoPlanta  ,P8
AB000055,NombrePlanta  ,Planta 8
AB000055,Region_1      ,Sur
AB000055,Departamento_1,San Marcos
AB000055,cantidad      ,10.0
AB000055,precio        ,810.0
AB000055,costo         ,429.3
AB000055,fecha         ,Sat Jul 01 00:00:00 CST 2017
AB000056,Descripcion   ,360 PINK PERRY ELLIS DAMA PERFUME 100
AB000056,Linea         ,Perfumeria
AB000056,CostoPromedio ,475.0
AB000056,CodigoCliente ,L276535
AB000056,NombreCliente ,Josiah David
AB000056,CodigoTienda  ,T3
AB000056,NombreTienda  ,Tienda 43
AB000056,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000056,Region        ,Norte
AB000056,Departamento  ,Chiquimula
AB000056,CodigoPlanta  ,P7
AB000056,NombrePlanta  ,Planta 7
AB000056,Region_1      ,Sur
AB000056,Departamento_1,Retalhuleu
AB000056,cantidad      ,23.0
AB000056,precio        ,712.5
AB000056,costo         ,520.125
AB000056,fecha         ,Fri Feb 01 00:00:00 CST 2008
AB000057,Descripcion   ,360 PURPLE PERRY ELLIS DAMA PERFUME 100
AB000057,Linea         ,Perfumeria
AB000057,CostoPromedio ,495.0
AB000057,CodigoCliente ,Z257474
AB000057,NombreCliente ,Colleen Noble
AB000057,CodigoTienda  ,T11
AB000057,NombreTienda  ,Tienda 5
AB000057,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000057,Region        ,Norte
AB000057,Departamento  ,Baja Verapaz
AB000057,CodigoPlanta  ,P2
AB000057,NombrePlanta  ,Planta 2
AB000057,Region_1      ,Norte
AB000057,Departamento_1,Escuintla
AB000057,cantidad      ,4.0
AB000057,precio        ,742.5
AB000057,costo         ,683.1
AB000057,fecha         ,Fri Feb 01 00:00:00 CST 2013
AB000058,Descripcion   ,360 RED PERRY ELLIS DAMA PERFUME 100
AB000058,Linea         ,Perfumeria
AB000058,CostoPromedio ,391.0
AB000058,CodigoCliente ,B867287
AB000058,NombreCliente ,Jenna Barber
AB000058,CodigoTienda  ,T25
AB000058,NombreTienda  ,Tienda 42
AB000058,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000058,Region        ,Norte
AB000058,Departamento  ,Jalapa
AB000058,CodigoPlanta  ,P3
AB000058,NombrePlanta  ,Planta 3
AB000058,Region_1      ,Norte
AB000058,Departamento_1,El Progreso
AB000058,cantidad      ,6.0
AB000058,precio        ,586.5
AB000058,costo         ,422.28
AB000058,fecha         ,Sat Nov 01 00:00:00 CST 2014
AB000059,Descripcion   ,360 WHITE PERRY ELLIS DAMA PERFUME 100
AB000059,Linea         ,Perfumeria
AB000059,CostoPromedio ,441.0
AB000059,CodigoCliente ,ZQ96116
AB000059,NombreCliente ,Velit Corporation
AB000059,CodigoTienda  ,T13
AB000059,NombreTienda  ,Tienda 5
AB000059,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000059,Region        ,Norte
AB000059,Departamento  ,Baja Verapaz
AB000059,CodigoPlanta  ,P1
AB000059,NombrePlanta  ,Planta 1
AB000059,Region_1      ,Norte
AB000059,Departamento_1,Guatemala
AB000059,cantidad      ,13.0
AB000059,precio        ,661.5
AB000059,costo         ,429.975
AB000059,fecha         ,Fri May 01 00:00:00 CST 2015
AB000060,Descripcion   ,5TH AVENUE ELIZABETH ARDEN DAMA PERFUME 125
AB000060,Linea         ,Perfumeria
AB000060,CostoPromedio ,425.0
AB000060,CodigoCliente ,WQ97984
AB000060,NombreCliente ,Egestas Urna Justo Corp.
AB000060,CodigoTienda  ,T10
AB000060,NombreTienda  ,Tienda 5
AB000060,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000060,Region        ,Norte
AB000060,Departamento  ,Baja Verapaz
AB000060,CodigoPlanta  ,P6
AB000060,NombrePlanta  ,Planta 6
AB000060,Region_1      ,Occidente
AB000060,Departamento_1,Quetzaltenango
AB000060,cantidad      ,6.0
AB000060,precio        ,637.5
AB000060,costo         ,522.75
AB000060,fecha         ,Fri May 01 00:00:00 CST 2015
AB000060,Descripcion   ,5TH AVENUE ELIZABETH ARDEN DAMA PERFUME 125
AB000060,Linea         ,Perfumeria
AB000060,CostoPromedio ,425.0
AB000060,CodigoCliente ,RE72959
AB000060,NombreCliente ,Adipiscing Ligula Foundation
AB000060,CodigoTienda  ,T17
AB000060,NombreTienda  ,Tienda 5
AB000060,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000060,Region        ,Norte
AB000060,Departamento  ,Baja Verapaz
AB000060,CodigoPlanta  ,P10
AB000060,NombrePlanta  ,Planta 1
AB000060,Region_1      ,Norte
AB000060,Departamento_1,Guatemala
AB000060,cantidad      ,22.0
AB000060,precio        ,637.5
AB000060,costo         ,612.0
AB000060,fecha         ,Mon Dec 01 00:00:00 CST 2014
AB000060,Descripcion   ,5TH AVENUE ELIZABETH ARDEN DAMA PERFUME 125
AB000060,Linea         ,Perfumeria
AB000060,CostoPromedio ,425.0
AB000060,CodigoCliente ,FF93811
AB000060,NombreCliente ,Elit Fermentum Risus Foundation
AB000060,CodigoTienda  ,T19
AB000060,NombreTienda  ,Tienda 5
AB000060,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000060,Region        ,Norte
AB000060,Departamento  ,Baja Verapaz
AB000060,CodigoPlanta  ,P8
AB000060,NombrePlanta  ,Planta 8
AB000060,Region_1      ,Sur
AB000060,Departamento_1,San Marcos
AB000060,cantidad      ,13.0
AB000060,precio        ,637.5
AB000060,costo         ,522.75
AB000060,fecha         ,Wed Oct 01 00:00:00 CST 2008
AB000060,Descripcion   ,5TH AVENUE ELIZABETH ARDEN DAMA PERFUME 125
AB000060,Linea         ,Perfumeria
AB000060,CostoPromedio ,425.0
AB000060,CodigoCliente ,MH98481
AB000060,NombreCliente ,Luctus Et Ultrices Industries
AB000060,CodigoTienda  ,T15
AB000060,NombreTienda  ,Tienda 5
AB000060,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000060,Region        ,Norte
AB000060,Departamento  ,Baja Verapaz
AB000060,CodigoPlanta  ,P8
AB000060,NombrePlanta  ,Planta 8
AB000060,Region_1      ,Sur
AB000060,Departamento_1,San Marcos
AB000060,cantidad      ,9.0
AB000060,precio        ,637.5
AB000060,costo         ,599.25
AB000060,fecha         ,Tue Dec 01 00:00:00 CST 2009
AB000061,Descripcion   ,5TH AVENUE AFTER FIVE ELIZABETH ARDEN DAMA PERFUME 125
AB000061,Linea         ,Perfumeria
AB000061,CostoPromedio ,375.0
AB000061,CodigoCliente ,MZ65188
AB000061,NombreCliente ,Elementum At Egestas Company
AB000061,CodigoTienda  ,T42
AB000061,NombreTienda  ,Tienda 43
AB000061,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000061,Region        ,Norte
AB000061,Departamento  ,Chiquimula
AB000061,CodigoPlanta  ,P8
AB000061,NombrePlanta  ,Planta 8
AB000061,Region_1      ,Sur
AB000061,Departamento_1,San Marcos
AB000061,cantidad      ,20.0
AB000061,precio        ,562.5
AB000061,costo         ,556.875
AB000061,fecha         ,Sat Oct 01 00:00:00 CST 2005
AB000061,Descripcion   ,5TH AVENUE AFTER FIVE ELIZABETH ARDEN DAMA PERFUME 125
AB000061,Linea         ,Perfumeria
AB000061,CostoPromedio ,375.0
AB000061,CodigoCliente ,TR14454
AB000061,NombreCliente ,A Felis Ullamcorper Foundation
AB000061,CodigoTienda  ,T26
AB000061,NombreTienda  ,Tienda 42
AB000061,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000061,Region        ,Norte
AB000061,Departamento  ,Jalapa
AB000061,CodigoPlanta  ,P3
AB000061,NombrePlanta  ,Planta 3
AB000061,Region_1      ,Norte
AB000061,Departamento_1,El Progreso
AB000061,cantidad      ,12.0
AB000061,precio        ,562.5
AB000061,costo         ,410.625
AB000061,fecha         ,Fri Apr 01 00:00:00 CST 2011
AB000062,Descripcion   ,5TH AVENUE NYC ELIZABETH ARDEN DAMA PERFUME 125
AB000062,Linea         ,Perfumeria
AB000062,CostoPromedio ,365.0
AB000062,CodigoCliente ,G696431
AB000062,NombreCliente ,Audra Oneal
AB000062,CodigoTienda  ,T31
AB000062,NombreTienda  ,Tienda 43
AB000062,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000062,Region        ,Norte
AB000062,Departamento  ,Chiquimula
AB000062,CodigoPlanta  ,P6
AB000062,NombrePlanta  ,Planta 6
AB000062,Region_1      ,Occidente
AB000062,Departamento_1,Quetzaltenango
AB000062,cantidad      ,23.0
AB000062,precio        ,547.5
AB000062,costo         ,410.625
AB000062,fecha         ,Wed Jun 01 00:00:00 CST 2016
AB000062,Descripcion   ,5TH AVENUE NYC ELIZABETH ARDEN DAMA PERFUME 125
AB000062,Linea         ,Perfumeria
AB000062,CostoPromedio ,365.0
AB000062,CodigoCliente ,BH46389
AB000062,NombreCliente ,Augue Consulting
AB000062,CodigoTienda  ,T8
AB000062,NombreTienda  ,Tienda 43
AB000062,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000062,Region        ,Norte
AB000062,Departamento  ,Chiquimula
AB000062,CodigoPlanta  ,P3
AB000062,NombrePlanta  ,Planta 3
AB000062,Region_1      ,Norte
AB000062,Departamento_1,El Progreso
AB000062,cantidad      ,3.0
AB000062,precio        ,547.5
AB000062,costo         ,372.29999999999995
AB000062,fecha         ,Mon Sep 01 00:00:00 CST 2014
AB000063,Descripcion   ,5TH NYC PREMIERE ELIZABETH ARDEN DAMA PERFUME 125
AB000063,Linea         ,Perfumeria
AB000063,CostoPromedio ,380.0
AB000063,CodigoCliente ,LQ64714
AB000063,NombreCliente ,Donec Institute
AB000063,CodigoTienda  ,T13
AB000063,NombreTienda  ,Tienda 5
AB000063,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000063,Region        ,Norte
AB000063,Departamento  ,Baja Verapaz
AB000063,CodigoPlanta  ,P8
AB000063,NombrePlanta  ,Planta 8
AB000063,Region_1      ,Sur
AB000063,Departamento_1,San Marcos
AB000063,cantidad      ,2.0
AB000063,precio        ,570.0
AB000063,costo         ,302.1
AB000063,fecha         ,Sat Dec 01 00:00:00 CST 2012
AB000063,Descripcion   ,5TH NYC PREMIERE ELIZABETH ARDEN DAMA PERFUME 125
AB000063,Linea         ,Perfumeria
AB000063,CostoPromedio ,380.0
AB000063,CodigoCliente ,MA31163
AB000063,NombreCliente ,Feugiat Tellus Lorem Incorporated
AB000063,CodigoTienda  ,T29
AB000063,NombreTienda  ,Tienda 42
AB000063,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000063,Region        ,Norte
AB000063,Departamento  ,Jalapa
AB000063,CodigoPlanta  ,P9
AB000063,NombrePlanta  ,Planta 9
AB000063,Region_1      ,Norte
AB000063,Departamento_1,Izabal
AB000063,cantidad      ,2.0
AB000063,precio        ,570.0
AB000063,costo         ,319.2
AB000063,fecha         ,Mon Feb 01 00:00:00 CST 2010
AB000064,Descripcion   ,5TH AVENUE NIGHTS ELIZABETH ARDEN DAMA PERFUME 125
AB000064,Linea         ,Perfumeria
AB000064,CostoPromedio ,335.0
AB000064,CodigoCliente ,H963214
AB000064,NombreCliente ,Daria Guzman
AB000064,CodigoTienda  ,T32
AB000064,NombreTienda  ,Tienda 43
AB000064,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000064,Region        ,Norte
AB000064,Departamento  ,Chiquimula
AB000064,CodigoPlanta  ,P2
AB000064,NombrePlanta  ,Planta 2
AB000064,Region_1      ,Norte
AB000064,Departamento_1,Escuintla
AB000064,cantidad      ,16.0
AB000064,precio        ,502.5
AB000064,costo         ,291.45000000000005
AB000064,fecha         ,Fri Mar 01 00:00:00 CST 2013
AB000065,Descripcion   ,5TH AVENUE STYLE ELIZABETH ARDEN DAMA PERFUME 125
AB000065,Linea         ,Perfumeria
AB000065,CostoPromedio ,345.0
AB000065,CodigoCliente ,Z417443
AB000065,NombreCliente ,Alvin Cain
AB000065,CodigoTienda  ,T13
AB000065,NombreTienda  ,Tienda 5
AB000065,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000065,Region        ,Norte
AB000065,Departamento  ,Baja Verapaz
AB000065,CodigoPlanta  ,P10
AB000065,NombrePlanta  ,Planta 1
AB000065,Region_1      ,Norte
AB000065,Departamento_1,Guatemala
AB000065,cantidad      ,2.0
AB000065,precio        ,517.5
AB000065,costo         ,346.725
AB000065,fecha         ,Sat Feb 01 00:00:00 CST 2014
AB000065,Descripcion   ,5TH AVENUE STYLE ELIZABETH ARDEN DAMA PERFUME 125
AB000065,Linea         ,Perfumeria
AB000065,CostoPromedio ,345.0
AB000065,CodigoCliente ,QD37241
AB000065,NombreCliente ,Integer Tincidunt Aliquam Inc.
AB000065,CodigoTienda  ,T14
AB000065,NombreTienda  ,Tienda 5
AB000065,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000065,Region        ,Norte
AB000065,Departamento  ,Baja Verapaz
AB000065,CodigoPlanta  ,P1
AB000065,NombrePlanta  ,Planta 1
AB000065,Region_1      ,Norte
AB000065,Departamento_1,Guatemala
AB000065,cantidad      ,6.0
AB000065,precio        ,517.5
AB000065,costo         ,357.075
AB000065,fecha         ,Fri Nov 01 00:00:00 CST 2013
AB000065,Descripcion   ,5TH AVENUE STYLE ELIZABETH ARDEN DAMA PERFUME 125
AB000065,Linea         ,Perfumeria
AB000065,CostoPromedio ,345.0
AB000065,CodigoCliente ,DZ55645
AB000065,NombreCliente ,Semper Et Lacinia Associates
AB000065,CodigoTienda  ,T13
AB000065,NombreTienda  ,Tienda 5
AB000065,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000065,Region        ,Norte
AB000065,Departamento  ,Baja Verapaz
AB000065,CodigoPlanta  ,P2
AB000065,NombrePlanta  ,Planta 2
AB000065,Region_1      ,Norte
AB000065,Departamento_1,Escuintla
AB000065,cantidad      ,24.0
AB000065,precio        ,517.5
AB000065,costo         ,486.45
AB000065,fecha         ,Fri Jan 01 00:00:00 CST 2010
AB000065,Descripcion   ,5TH AVENUE STYLE ELIZABETH ARDEN DAMA PERFUME 125
AB000065,Linea         ,Perfumeria
AB000065,CostoPromedio ,345.0
AB000065,CodigoCliente ,YS38377
AB000065,NombreCliente ,Sit LLP
AB000065,CodigoTienda  ,T23
AB000065,NombreTienda  ,Tienda 42
AB000065,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000065,Region        ,Norte
AB000065,Departamento  ,Jalapa
AB000065,CodigoPlanta  ,P1
AB000065,NombrePlanta  ,Planta 1
AB000065,Region_1      ,Norte
AB000065,Departamento_1,Guatemala
AB000065,cantidad      ,21.0
AB000065,precio        ,517.5
AB000065,costo         ,310.5
AB000065,fecha         ,Mon Oct 01 00:00:00 CST 2007
AB000066,Descripcion   ,"90210 FOR HER TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100"
AB000066,Linea         ,Perfumeria
AB000066,CostoPromedio ,351.0
AB000066,CodigoCliente ,Q134515
AB000066,NombreCliente ,Deirdre Mathis
AB000066,CodigoTienda  ,T2
AB000066,NombreTienda  ,Tienda 22
AB000066,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000066,Region        ,Norte
AB000066,Departamento  ,Baja Verapaz
AB000066,CodigoPlanta  ,P3
AB000066,NombrePlanta  ,Planta 3
AB000066,Region_1      ,Norte
AB000066,Departamento_1,El Progreso
AB000066,cantidad      ,24.0
AB000066,precio        ,526.5
AB000066,costo         ,473.85
AB000066,fecha         ,Fri Apr 01 00:00:00 CST 2011
AB000066,Descripcion   ,"90210 FOR HER TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100"
AB000066,Linea         ,Perfumeria
AB000066,CostoPromedio ,351.0
AB000066,CodigoCliente ,Q626774
AB000066,NombreCliente ,Adele Mcdaniel
AB000066,CodigoTienda  ,T24
AB000066,NombreTienda  ,Tienda 42
AB000066,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000066,Region        ,Norte
AB000066,Departamento  ,Jalapa
AB000066,CodigoPlanta  ,P9
AB000066,NombrePlanta  ,Planta 9
AB000066,Region_1      ,Norte
AB000066,Departamento_1,Izabal
AB000066,cantidad      ,11.0
AB000066,precio        ,526.5
AB000066,costo         ,521.235
AB000066,fecha         ,Wed Feb 01 00:00:00 CST 2012
AB000066,Descripcion   ,"90210 FOR HER TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100"
AB000066,Linea         ,Perfumeria
AB000066,CostoPromedio ,351.0
AB000066,CodigoCliente ,GR71829
AB000066,NombreCliente ,Eget Ltd
AB000066,CodigoTienda  ,T16
AB000066,NombreTienda  ,Tienda 5
AB000066,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000066,Region        ,Norte
AB000066,Departamento  ,Baja Verapaz
AB000066,CodigoPlanta  ,P10
AB000066,NombrePlanta  ,Planta 1
AB000066,Region_1      ,Norte
AB000066,Departamento_1,Guatemala
AB000066,cantidad      ,19.0
AB000066,precio        ,526.5
AB000066,costo         ,347.49
AB000066,fecha         ,Tue Feb 01 00:00:00 CST 2005
AB000067,Descripcion   ,"90210 TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000067,Linea         ,Perfumeria
AB000067,CostoPromedio ,221.0
AB000067,CodigoCliente ,N813247
AB000067,NombreCliente ,Cheryl Frederick
AB000067,CodigoTienda  ,T13
AB000067,NombreTienda  ,Tienda 5
AB000067,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000067,Region        ,Norte
AB000067,Departamento  ,Baja Verapaz
AB000067,CodigoPlanta  ,P5
AB000067,NombrePlanta  ,Planta 5
AB000067,Region_1      ,Norte
AB000067,Departamento_1,Petén
AB000067,cantidad      ,2.0
AB000067,precio        ,331.5
AB000067,costo         ,291.72
AB000067,fecha         ,Fri Dec 01 00:00:00 CST 2006
AB000067,Descripcion   ,"90210 TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000067,Linea         ,Perfumeria
AB000067,CostoPromedio ,221.0
AB000067,CodigoCliente ,G526333
AB000067,NombreCliente ,Karleigh Whitfield
AB000067,CodigoTienda  ,T20
AB000067,NombreTienda  ,Tienda 42
AB000067,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000067,Region        ,Norte
AB000067,Departamento  ,Jalapa
AB000067,CodigoPlanta  ,P2
AB000067,NombrePlanta  ,Planta 2
AB000067,Region_1      ,Norte
AB000067,Departamento_1,Escuintla
AB000067,cantidad      ,20.0
AB000067,precio        ,331.5
AB000067,costo         ,308.295
AB000067,fecha         ,Sun Aug 01 00:00:00 CST 2010
AB000069,Descripcion   ,"90210 GOLD JEANS TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100"
AB000069,Linea         ,Perfumeria
AB000069,CostoPromedio ,236.0
AB000069,CodigoCliente ,K487832
AB000069,NombreCliente ,Jescie Bolton
AB000069,CodigoTienda  ,T35
AB000069,NombreTienda  ,Tienda 43
AB000069,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000069,Region        ,Norte
AB000069,Departamento  ,Chiquimula
AB000069,CodigoPlanta  ,P9
AB000069,NombrePlanta  ,Planta 9
AB000069,Region_1      ,Norte
AB000069,Departamento_1,Izabal
AB000069,cantidad      ,22.0
AB000069,precio        ,354.0
AB000069,costo         ,201.78
AB000069,fecha         ,Thu Dec 01 00:00:00 CST 2005
AB000070,Descripcion   ,"90210 MAGIC TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000070,Linea         ,Perfumeria
AB000070,CostoPromedio ,236.0
AB000070,CodigoCliente ,C862698
AB000070,NombreCliente ,Malcolm Stewart
AB000070,CodigoTienda  ,T38
AB000070,NombreTienda  ,Tienda 43
AB000070,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000070,Region        ,Norte
AB000070,Departamento  ,Chiquimula
AB000070,CodigoPlanta  ,P3
AB000070,NombrePlanta  ,Planta 3
AB000070,Region_1      ,Norte
AB000070,Departamento_1,El Progreso
AB000070,cantidad      ,16.0
AB000070,precio        ,354.0
AB000070,costo         ,279.65999999999997
AB000070,fecha         ,Thu Jun 01 00:00:00 CST 2006
AB000070,Descripcion   ,"90210 MAGIC TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000070,Linea         ,Perfumeria
AB000070,CostoPromedio ,236.0
AB000070,CodigoCliente ,Z443421
AB000070,NombreCliente ,Shannon Velez
AB000070,CodigoTienda  ,T9
AB000070,NombreTienda  ,Tienda 43
AB000070,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000070,Region        ,Norte
AB000070,Departamento  ,Chiquimula
AB000070,CodigoPlanta  ,P7
AB000070,NombrePlanta  ,Planta 7
AB000070,Region_1      ,Sur
AB000070,Departamento_1,Retalhuleu
AB000070,cantidad      ,24.0
AB000070,precio        ,354.0
AB000070,costo         ,215.94
AB000070,fecha         ,Sun Sep 01 00:00:00 CST 2013
AB000070,Descripcion   ,"90210 MAGIC TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000070,Linea         ,Perfumeria
AB000070,CostoPromedio ,236.0
AB000070,CodigoCliente ,H371929
AB000070,NombreCliente ,Olympia Noble
AB000070,CodigoTienda  ,T8
AB000070,NombreTienda  ,Tienda 43
AB000070,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000070,Region        ,Norte
AB000070,Departamento  ,Chiquimula
AB000070,CodigoPlanta  ,P1
AB000070,NombrePlanta  ,Planta 1
AB000070,Region_1      ,Norte
AB000070,Departamento_1,Guatemala
AB000070,cantidad      ,25.0
AB000070,precio        ,354.0
AB000070,costo         ,272.58
AB000070,fecha         ,Sun Jun 01 00:00:00 CST 2008
AB000071,Descripcion   ,"90210 METAL JEANS TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000071,Linea         ,Perfumeria
AB000071,CostoPromedio ,266.0
AB000071,CodigoCliente ,J536193
AB000071,NombreCliente ,Glenna Waters
AB000071,CodigoTienda  ,T1
AB000071,NombreTienda  ,Tienda 5
AB000071,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000071,Region        ,Norte
AB000071,Departamento  ,Baja Verapaz
AB000071,CodigoPlanta  ,P3
AB000071,NombrePlanta  ,Planta 3
AB000071,Region_1      ,Norte
AB000071,Departamento_1,El Progreso
AB000071,cantidad      ,1.0
AB000071,precio        ,399.0
AB000071,costo         ,367.08
AB000071,fecha         ,Wed May 01 00:00:00 CST 2013
AB000071,Descripcion   ,"90210 METAL JEANS TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000071,Linea         ,Perfumeria
AB000071,CostoPromedio ,266.0
AB000071,CodigoCliente ,E767479
AB000071,NombreCliente ,Brynn Higgins
AB000071,CodigoTienda  ,T29
AB000071,NombreTienda  ,Tienda 42
AB000071,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000071,Region        ,Norte
AB000071,Departamento  ,Jalapa
AB000071,CodigoPlanta  ,P2
AB000071,NombrePlanta  ,Planta 2
AB000071,Region_1      ,Norte
AB000071,Departamento_1,Escuintla
AB000071,cantidad      ,6.0
AB000071,precio        ,399.0
AB000071,costo         ,239.39999999999998
AB000071,fecha         ,Sun Oct 01 00:00:00 CST 2006
AB000071,Descripcion   ,"90210 METAL JEANS TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000071,Linea         ,Perfumeria
AB000071,CostoPromedio ,266.0
AB000071,CodigoCliente ,F919641
AB000071,NombreCliente ,Uriel Taylor
AB000071,CodigoTienda  ,T17
AB000071,NombreTienda  ,Tienda 5
AB000071,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000071,Region        ,Norte
AB000071,Departamento  ,Baja Verapaz
AB000071,CodigoPlanta  ,P9
AB000071,NombrePlanta  ,Planta 9
AB000071,Region_1      ,Norte
AB000071,Departamento_1,Izabal
AB000071,cantidad      ,14.0
AB000071,precio        ,399.0
AB000071,costo         ,387.03
AB000071,fecha         ,Tue Apr 01 00:00:00 CST 2008
AB000072,Descripcion   ,"90210 MOMMENT TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000072,Linea         ,Perfumeria
AB000072,CostoPromedio ,251.0
AB000072,CodigoCliente ,Y371742
AB000072,NombreCliente ,Cassandra Hoover
AB000072,CodigoTienda  ,T18
AB000072,NombreTienda  ,Tienda 5
AB000072,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000072,Region        ,Norte
AB000072,Departamento  ,Baja Verapaz
AB000072,CodigoPlanta  ,P2
AB000072,NombrePlanta  ,Planta 2
AB000072,Region_1      ,Norte
AB000072,Departamento_1,Escuintla
AB000072,cantidad      ,20.0
AB000072,precio        ,376.5
AB000072,costo         ,327.555
AB000072,fecha         ,Thu Mar 01 00:00:00 CST 2012
AB000072,Descripcion   ,"90210 MOMMENT TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000072,Linea         ,Perfumeria
AB000072,CostoPromedio ,251.0
AB000072,CodigoCliente ,R689765
AB000072,NombreCliente ,Chelsea Sutton
AB000072,CodigoTienda  ,T29
AB000072,NombreTienda  ,Tienda 42
AB000072,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000072,Region        ,Norte
AB000072,Departamento  ,Jalapa
AB000072,CodigoPlanta  ,P3
AB000072,NombrePlanta  ,Planta 3
AB000072,Region_1      ,Norte
AB000072,Departamento_1,El Progreso
AB000072,cantidad      ,15.0
AB000072,precio        ,376.5
AB000072,costo         ,331.32
AB000072,fecha         ,Sun Nov 01 00:00:00 CST 2015
AB000072,Descripcion   ,"90210 MOMMENT TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000072,Linea         ,Perfumeria
AB000072,CostoPromedio ,251.0
AB000072,CodigoCliente ,YF75518
AB000072,NombreCliente ,Mattis Semper Dui Institute
AB000072,CodigoTienda  ,T21
AB000072,NombreTienda  ,Tienda 42
AB000072,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000072,Region        ,Norte
AB000072,Departamento  ,Jalapa
AB000072,CodigoPlanta  ,P10
AB000072,NombrePlanta  ,Planta 1
AB000072,Region_1      ,Norte
AB000072,Departamento_1,Guatemala
AB000072,cantidad      ,3.0
AB000072,precio        ,376.5
AB000072,costo         ,304.96500000000003
AB000072,fecha         ,Sat Mar 01 00:00:00 CST 2008
AB000072,Descripcion   ,"90210 MOMMENT TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100"
AB000072,Linea         ,Perfumeria
AB000072,CostoPromedio ,251.0
AB000072,CodigoCliente ,PT48994
AB000072,NombreCliente ,Lacinia Vitae LLC
AB000072,CodigoTienda  ,T26
AB000072,NombreTienda  ,Tienda 42
AB000072,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre
AB000072,Region        ,Norte
AB000072,Departamento  ,Jalapa
AB000072,CodigoPlanta  ,P3
AB000072,NombrePlanta  ,Planta 3
AB000072,Region_1      ,Norte
