CodigoArticulo,LLAVE,VALUE
AB000072,Region_1      ,Occidente                                                               
AB000072,Departamento_1,Quetzaltenango                                                          
AB000072,cantidad      ,5                                                                       
AB000072,precio        ,376.5                                                                   
AB000072,costo         ,188.25                                                                  
AB000072,fecha         ,Fri Jul 01 00:00:00 CST 2005                                            
AB000072,Descripcion   ,"90210 MOMMENT TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100           "
AB000072,Linea         ,Perfumeria                                                              
AB000072,CostoPromedio ,251                                                                     
AB000072,CodigoCliente ,GG16557                                                                 
AB000072,NombreCliente ,Ut Aliquam Iaculis Associates                                           
AB000072,CodigoTienda  ,T33                                                                     
AB000072,NombreTienda  ,Tienda 43                                                               
AB000072,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000072,Region        ,Norte                                                                   
AB000072,Departamento  ,Huehuetenango                                                           
AB000072,CodigoPlanta  ,P7                                                                      
AB000072,NombrePlanta  ,Planta 7                                                                
AB000072,Region_1      ,Sur                                                                     
AB000072,Departamento_1,Retalhuleu                                                              
AB000072,cantidad      ,13                                                                      
AB000072,precio        ,376.5                                                                   
AB000072,costo         ,252.255                                                                 
AB000072,fecha         ,Fri Jun 01 00:00:00 CST 2012                                            
AB000073,Descripcion   ,"90210 PURE SEXY TORAND, A SPELLING ENTERTEIMEN DAMA PERFUME 100         "
AB000073,Linea         ,Perfumeria                                                              
AB000073,CostoPromedio ,291                                                                     
AB000073,CodigoCliente ,SV76623                                                                 
AB000073,NombreCliente ,Sem LLC                                                                 
AB000073,CodigoTienda  ,T8                                                                      
AB000073,NombreTienda  ,Tienda 43                                                               
AB000073,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000073,Region        ,Norte                                                                   
AB000073,Departamento  ,Huehuetenango                                                           
AB000073,CodigoPlanta  ,P9                                                                      
AB000073,NombrePlanta  ,Planta 9                                                                
AB000073,Region_1      ,Norte                                                                   
AB000073,Departamento_1,Izabal                                                                  
AB000073,cantidad      ,23                                                                      
AB000073,precio        ,436.5                                                                   
AB000073,costo         ,384.12                                                                  
AB000073,fecha         ,Tue Dec 01 00:00:00 CST 2009                                            
AB000074,Descripcion   ,"90210 RED JEANS TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100        "
AB000074,Linea         ,Perfumeria                                                              
AB000074,CostoPromedio ,100                                                                     
AB000074,CodigoCliente ,P656971                                                                 
AB000074,NombreCliente ,Nina Odonnell                                                           
AB000074,CodigoTienda  ,T23                                                                     
AB000074,NombreTienda  ,Tienda 42                                                               
AB000074,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000074,Region        ,Sur                                                                     
AB000074,Departamento  ,Sacatepéquez                                                            
AB000074,CodigoPlanta  ,P8                                                                      
AB000074,NombrePlanta  ,Planta 8                                                                
AB000074,Region_1      ,Sur                                                                     
AB000074,Departamento_1,San Marcos                                                              
AB000074,cantidad      ,6                                                                       
AB000074,precio        ,150.0                                                                   
AB000074,costo         ,81.0                                                                    
AB000074,fecha         ,Tue Nov 01 00:00:00 CST 2016                                            
AB000074,Descripcion   ,"90210 RED JEANS TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100        "
AB000074,Linea         ,Perfumeria                                                              
AB000074,CostoPromedio ,100                                                                     
AB000074,CodigoCliente ,LQ88229                                                                 
AB000074,NombreCliente ,Augue Ut Lacus Associates                                               
AB000074,CodigoTienda  ,T4                                                                      
AB000074,NombreTienda  ,Tienda 43                                                               
AB000074,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000074,Region        ,Norte                                                                   
AB000074,Departamento  ,Huehuetenango                                                           
AB000074,CodigoPlanta  ,P8                                                                      
AB000074,NombrePlanta  ,Planta 8                                                                
AB000074,Region_1      ,Sur                                                                     
AB000074,Departamento_1,San Marcos                                                              
AB000074,cantidad      ,23                                                                      
AB000074,precio        ,150.0                                                                   
AB000074,costo         ,102.0                                                                   
AB000074,fecha         ,Tue Aug 01 00:00:00 CST 2017                                            
AB000074,Descripcion   ,"90210 RED JEANS TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100        "
AB000074,Linea         ,Perfumeria                                                              
AB000074,CostoPromedio ,100                                                                     
AB000074,CodigoCliente ,WW15854                                                                 
AB000074,NombreCliente ,In Ltd                                                                  
AB000074,CodigoTienda  ,T43                                                                     
AB000074,NombreTienda  ,Tienda 43                                                               
AB000074,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000074,Region        ,Norte                                                                   
AB000074,Departamento  ,Huehuetenango                                                           
AB000074,CodigoPlanta  ,P10                                                                     
AB000074,NombrePlanta  ,Planta 1                                                                
AB000074,Region_1      ,Norte                                                                   
AB000074,Departamento_1,Guatemala                                                               
AB000074,cantidad      ,24                                                                      
AB000074,precio        ,150.0                                                                   
AB000074,costo         ,88.5                                                                    
AB000074,fecha         ,Tue Jan 01 00:00:00 CST 2013                                            
AB000074,Descripcion   ,"90210 RED JEANS TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100        "
AB000074,Linea         ,Perfumeria                                                              
AB000074,CostoPromedio ,100                                                                     
AB000074,CodigoCliente ,GY95757                                                                 
AB000074,NombreCliente ,Sagittis Lobortis Mauris PC                                             
AB000074,CodigoTienda  ,T5                                                                      
AB000074,NombreTienda  ,Tienda 43                                                               
AB000074,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000074,Region        ,Norte                                                                   
AB000074,Departamento  ,Huehuetenango                                                           
AB000074,CodigoPlanta  ,P2                                                                      
AB000074,NombrePlanta  ,Planta 2                                                                
AB000074,Region_1      ,Norte                                                                   
AB000074,Departamento_1,Escuintla                                                               
AB000074,cantidad      ,2                                                                       
AB000074,precio        ,150.0                                                                   
AB000074,costo         ,141.0                                                                   
AB000074,fecha         ,Tue May 01 00:00:00 CST 2012                                            
AB000075,Descripcion   ,"90210 SPORT TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100            "
AB000075,Linea         ,Perfumeria                                                              
AB000075,CostoPromedio ,226                                                                     
AB000075,CodigoCliente ,YV48515                                                                 
AB000075,NombreCliente ,Euismod Enim Ltd                                                        
AB000075,CodigoTienda  ,T23                                                                     
AB000075,NombreTienda  ,Tienda 42                                                               
AB000075,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000075,Region        ,Sur                                                                     
AB000075,Departamento  ,Sacatepéquez                                                            
AB000075,CodigoPlanta  ,P7                                                                      
AB000075,NombrePlanta  ,Planta 7                                                                
AB000075,Region_1      ,Sur                                                                     
AB000075,Departamento_1,Retalhuleu                                                              
AB000075,cantidad      ,3                                                                       
AB000075,precio        ,339.0                                                                   
AB000075,costo         ,186.45                                                                  
AB000075,fecha         ,Thu Apr 01 00:00:00 CST 2010                                            
AB000075,Descripcion   ,"90210 SPORT TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100            "
AB000075,Linea         ,Perfumeria                                                              
AB000075,CostoPromedio ,226                                                                     
AB000075,CodigoCliente ,RE72959                                                                 
AB000075,NombreCliente ,Adipiscing Ligula Foundation                                            
AB000075,CodigoTienda  ,T15                                                                     
AB000075,NombreTienda  ,Tienda 5                                                                
AB000075,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000075,Region        ,Sur                                                                     
AB000075,Departamento  ,Sacatepéquez                                                            
AB000075,CodigoPlanta  ,P2                                                                      
AB000075,NombrePlanta  ,Planta 2                                                                
AB000075,Region_1      ,Norte                                                                   
AB000075,Departamento_1,Escuintla                                                               
AB000075,cantidad      ,16                                                                      
AB000075,precio        ,339.0                                                                   
AB000075,costo         ,176.28                                                                  
AB000075,fecha         ,Mon Jan 01 00:00:00 CST 2007                                            
AB000075,Descripcion   ,"90210 SPORT TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100            "
AB000075,Linea         ,Perfumeria                                                              
AB000075,CostoPromedio ,226                                                                     
AB000075,CodigoCliente ,KF27823                                                                 
AB000075,NombreCliente ,Eu Eros Nam Incorporated                                                
AB000075,CodigoTienda  ,T12                                                                     
AB000075,NombreTienda  ,Tienda 5                                                                
AB000075,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000075,Region        ,Sur                                                                     
AB000075,Departamento  ,Sacatepéquez                                                            
AB000075,CodigoPlanta  ,P3                                                                      
AB000075,NombrePlanta  ,Planta 3                                                                
AB000075,Region_1      ,Norte                                                                   
AB000075,Departamento_1,El Progreso                                                             
AB000075,cantidad      ,24                                                                      
AB000075,precio        ,339.0                                                                   
AB000075,costo         ,169.5                                                                   
AB000075,fecha         ,Mon Dec 01 00:00:00 CST 2008                                            
AB000075,Descripcion   ,"90210 SPORT TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100            "
AB000075,Linea         ,Perfumeria                                                              
AB000075,CostoPromedio ,226                                                                     
AB000075,CodigoCliente ,FQ39259                                                                 
AB000075,NombreCliente ,Accumsan Corporation                                                    
AB000075,CodigoTienda  ,T37                                                                     
AB000075,NombreTienda  ,Tienda 43                                                               
AB000075,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000075,Region        ,Norte                                                                   
AB000075,Departamento  ,Huehuetenango                                                           
AB000075,CodigoPlanta  ,P8                                                                      
AB000075,NombrePlanta  ,Planta 8                                                                
AB000075,Region_1      ,Sur                                                                     
AB000075,Departamento_1,San Marcos                                                              
AB000075,cantidad      ,14                                                                      
AB000075,precio        ,339.0                                                                   
AB000075,costo         ,318.66                                                                  
AB000075,fecha         ,Sun Jul 01 00:00:00 CST 2012                                            
AB000076,Descripcion   ,"90210 SPORT EXTREME TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100    "
AB000076,Linea         ,Perfumeria                                                              
AB000076,CostoPromedio ,226                                                                     
AB000076,CodigoCliente ,Z417443                                                                 
AB000076,NombreCliente ,Alvin Cain                                                              
AB000076,CodigoTienda  ,T28                                                                     
AB000076,NombreTienda  ,Tienda 42                                                               
AB000076,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000076,Region        ,Sur                                                                     
AB000076,Departamento  ,Sacatepéquez                                                            
AB000076,CodigoPlanta  ,P2                                                                      
AB000076,NombrePlanta  ,Planta 2                                                                
AB000076,Region_1      ,Norte                                                                   
AB000076,Departamento_1,Escuintla                                                               
AB000076,cantidad      ,11                                                                      
AB000076,precio        ,339.0                                                                   
AB000076,costo         ,233.91                                                                  
AB000076,fecha         ,Tue Sep 01 00:00:00 CST 2015                                            
AB000077,Descripcion   ,"90210 TOUCH OF GOLD TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100    "
AB000077,Linea         ,Perfumeria                                                              
AB000077,CostoPromedio ,331                                                                     
AB000077,CodigoCliente ,P476591                                                                 
AB000077,NombreCliente ,Clarke Delaney                                                          
AB000077,CodigoTienda  ,T5                                                                      
AB000077,NombreTienda  ,Tienda 43                                                               
AB000077,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000077,Region        ,Norte                                                                   
AB000077,Departamento  ,Huehuetenango                                                           
AB000077,CodigoPlanta  ,P5                                                                      
AB000077,NombrePlanta  ,Planta 5                                                                
AB000077,Region_1      ,Norte                                                                   
AB000077,Departamento_1,Petén                                                                   
AB000077,cantidad      ,5                                                                       
AB000077,precio        ,496.5                                                                   
AB000077,costo         ,387.27                                                                  
AB000077,fecha         ,Thu Mar 01 00:00:00 CST 2007                                            
AB000077,Descripcion   ,"90210 TOUCH OF GOLD TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100    "
AB000077,Linea         ,Perfumeria                                                              
AB000077,CostoPromedio ,331                                                                     
AB000077,CodigoCliente ,ZK33632                                                                 
AB000077,NombreCliente ,Rutrum Urna Nec Corp.                                                   
AB000077,CodigoTienda  ,T38                                                                     
AB000077,NombreTienda  ,Tienda 43                                                               
AB000077,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000077,Region        ,Norte                                                                   
AB000077,Departamento  ,Huehuetenango                                                           
AB000077,CodigoPlanta  ,P7                                                                      
AB000077,NombrePlanta  ,Planta 7                                                                
AB000077,Region_1      ,Sur                                                                     
AB000077,Departamento_1,Retalhuleu                                                              
AB000077,cantidad      ,4                                                                       
AB000077,precio        ,496.5                                                                   
AB000077,costo         ,441.885                                                                 
AB000077,fecha         ,Thu Mar 01 00:00:00 CST 2007                                            
AB000078,Descripcion   ,"90210 TOUCH OF PARADISE TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100"
AB000078,Linea         ,Perfumeria                                                              
AB000078,CostoPromedio ,291                                                                     
AB000078,CodigoCliente ,X661493                                                                 
AB000078,NombreCliente ,Marshall Carey                                                          
AB000078,CodigoTienda  ,T43                                                                     
AB000078,NombreTienda  ,Tienda 43                                                               
AB000078,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000078,Region        ,Norte                                                                   
AB000078,Departamento  ,Huehuetenango                                                           
AB000078,CodigoPlanta  ,P7                                                                      
AB000078,NombrePlanta  ,Planta 7                                                                
AB000078,Region_1      ,Sur                                                                     
AB000078,Departamento_1,Retalhuleu                                                              
AB000078,cantidad      ,15                                                                      
AB000078,precio        ,436.5                                                                   
AB000078,costo         ,340.47                                                                  
AB000078,fecha         ,Thu Dec 01 00:00:00 CST 2005                                            
AB000078,Descripcion   ,"90210 TOUCH OF PARADISE TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100"
AB000078,Linea         ,Perfumeria                                                              
AB000078,CostoPromedio ,291                                                                     
AB000078,CodigoCliente ,Z257474                                                                 
AB000078,NombreCliente ,Colleen Noble                                                           
AB000078,CodigoTienda  ,T5                                                                      
AB000078,NombreTienda  ,Tienda 43                                                               
AB000078,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000078,Region        ,Norte                                                                   
AB000078,Departamento  ,Huehuetenango                                                           
AB000078,CodigoPlanta  ,P6                                                                      
AB000078,NombrePlanta  ,Planta 6                                                                
AB000078,Region_1      ,Occidente                                                               
AB000078,Departamento_1,Quetzaltenango                                                          
AB000078,cantidad      ,5                                                                       
AB000078,precio        ,436.5                                                                   
AB000078,costo         ,410.31                                                                  
AB000078,fecha         ,Fri Apr 01 00:00:00 CST 2011                                            
AB000079,Descripcion   ,"90210 VERY SEXY TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100        "
AB000079,Linea         ,Perfumeria                                                              
AB000079,CostoPromedio ,276                                                                     
AB000079,CodigoCliente ,J232613                                                                 
AB000079,NombreCliente ,Lucas Norton                                                            
AB000079,CodigoTienda  ,T43                                                                     
AB000079,NombreTienda  ,Tienda 43                                                               
AB000079,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000079,Region        ,Norte                                                                   
AB000079,Departamento  ,Huehuetenango                                                           
AB000079,CodigoPlanta  ,P5                                                                      
AB000079,NombrePlanta  ,Planta 5                                                                
AB000079,Region_1      ,Norte                                                                   
AB000079,Departamento_1,Petén                                                                   
AB000079,cantidad      ,21                                                                      
AB000079,precio        ,414.0                                                                   
AB000079,costo         ,302.22                                                                  
AB000079,fecha         ,Fri Jan 01 00:00:00 CST 2016                                            
AB000080,Descripcion   ,"90210 VERY SEXY 2 TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100      "
AB000080,Linea         ,Perfumeria                                                              
AB000080,CostoPromedio ,276                                                                     
AB000080,CodigoCliente ,G687128                                                                 
AB000080,NombreCliente ,Nita Wiley                                                              
AB000080,CodigoTienda  ,T15                                                                     
AB000080,NombreTienda  ,Tienda 5                                                                
AB000080,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000080,Region        ,Sur                                                                     
AB000080,Departamento  ,Sacatepéquez                                                            
AB000080,CodigoPlanta  ,P8                                                                      
AB000080,NombrePlanta  ,Planta 8                                                                
AB000080,Region_1      ,Sur                                                                     
AB000080,Departamento_1,San Marcos                                                              
AB000080,cantidad      ,12                                                                      
AB000080,precio        ,414.0                                                                   
AB000080,costo         ,318.78                                                                  
AB000080,fecha         ,Thu Mar 01 00:00:00 CST 2012                                            
AB000080,Descripcion   ,"90210 VERY SEXY 2 TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100      "
AB000080,Linea         ,Perfumeria                                                              
AB000080,CostoPromedio ,276                                                                     
AB000080,CodigoCliente ,B218928                                                                 
AB000080,NombreCliente ,Christian Stanley                                                       
AB000080,CodigoTienda  ,T34                                                                     
AB000080,NombreTienda  ,Tienda 43                                                               
AB000080,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000080,Region        ,Norte                                                                   
AB000080,Departamento  ,Huehuetenango                                                           
AB000080,CodigoPlanta  ,P9                                                                      
AB000080,NombrePlanta  ,Planta 9                                                                
AB000080,Region_1      ,Norte                                                                   
AB000080,Departamento_1,Izabal                                                                  
AB000080,cantidad      ,12                                                                      
AB000080,precio        ,414.0                                                                   
AB000080,costo         ,397.44                                                                  
AB000080,fecha         ,Sun Mar 01 00:00:00 CST 2009                                            
AB000082,Descripcion   ,"90210 WHITE TORAND, A SPELLING ENTERTEIMEN DAMA TOILETTE 100            "
AB000082,Linea         ,Perfumeria                                                              
AB000082,CostoPromedio ,236                                                                     
AB000082,CodigoCliente ,R482853                                                                 
AB000082,NombreCliente ,Adara Lawrence                                                          
AB000082,CodigoTienda  ,T2                                                                      
AB000082,NombreTienda  ,Tienda 22                                                               
AB000082,Direccion     ,Av. Petapa 46 Calle 45-70 Local 5                                       
AB000082,Region        ,Occidente                                                               
AB000082,Departamento  ,Quetzaltenango                                                          
AB000082,CodigoPlanta  ,P5                                                                      
AB000082,NombrePlanta  ,Planta 5                                                                
AB000082,Region_1      ,Norte                                                                   
AB000082,Departamento_1,Petén                                                                   
AB000082,cantidad      ,18                                                                      
AB000082,precio        ,354.0                                                                   
AB000082,costo         ,247.8                                                                   
AB000082,fecha         ,Mon May 01 00:00:00 CST 2017                                            
AB000085,Descripcion   ,ACQUA DI GIOIA GIORGIO ARMANI DAMA PERFUME 100                          
AB000085,Linea         ,Perfumeria                                                              
AB000085,CostoPromedio ,731                                                                     
AB000085,CodigoCliente ,D462748                                                                 
AB000085,NombreCliente ,Chase Russell                                                           
AB000085,CodigoTienda  ,T36                                                                     
AB000085,NombreTienda  ,Tienda 43                                                               
AB000085,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000085,Region        ,Norte                                                                   
AB000085,Departamento  ,Huehuetenango                                                           
AB000085,CodigoPlanta  ,P5                                                                      
AB000085,NombrePlanta  ,Planta 5                                                                
AB000085,Region_1      ,Norte                                                                   
AB000085,Departamento_1,Petén                                                                   
AB000085,cantidad      ,4                                                                       
AB000085,precio        ,1096.5                                                                  
AB000085,costo         ,1019.745                                                                
AB000085,fecha         ,Mon Nov 01 00:00:00 CST 2010                                            
AB000085,Descripcion   ,ACQUA DI GIOIA GIORGIO ARMANI DAMA PERFUME 100                          
AB000085,Linea         ,Perfumeria                                                              
AB000085,CostoPromedio ,731                                                                     
AB000085,CodigoCliente ,Z843862                                                                 
AB000085,NombreCliente ,Kelsie Holloway                                                         
AB000085,CodigoTienda  ,T35                                                                     
AB000085,NombreTienda  ,Tienda 43                                                               
AB000085,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000085,Region        ,Norte                                                                   
AB000085,Departamento  ,Huehuetenango                                                           
AB000085,CodigoPlanta  ,P9                                                                      
AB000085,NombrePlanta  ,Planta 9                                                                
AB000085,Region_1      ,Norte                                                                   
AB000085,Departamento_1,Izabal                                                                  
AB000085,cantidad      ,23                                                                      
AB000085,precio        ,1096.5                                                                  
AB000085,costo         ,625.005                                                                 
AB000085,fecha         ,Tue Nov 01 00:00:00 CST 2005                                            
AB000086,Descripcion   ,ADIDAS FRUITY RHYTHM ADIDAS DAMA TOILETTE 50                            
AB000086,Linea         ,Perfumeria                                                              
AB000086,CostoPromedio ,191                                                                     
AB000086,CodigoCliente ,G311237                                                                 
AB000086,NombreCliente ,Kamal Nichols                                                           
AB000086,CodigoTienda  ,T24                                                                     
AB000086,NombreTienda  ,Tienda 42                                                               
AB000086,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
AB000086,Region        ,Sur                                                                     
AB000086,Departamento  ,Sacatepéquez                                                            
AB000086,CodigoPlanta  ,P1                                                                      
AB000086,NombrePlanta  ,Planta 1                                                                
AB000086,Region_1      ,Norte                                                                   
AB000086,Departamento_1,Guatemala                                                               
AB000086,cantidad      ,7                                                                       
AB000086,precio        ,286.5                                                                   
AB000086,costo         ,197.685                                                                 
AB000086,fecha         ,Tue May 01 00:00:00 CST 2007                                            
AB000087,Descripcion   ,ADIDAS FLORAL DREAM ADIDAS DAMA TOILETTE 50                             
AB000087,Linea         ,Perfumeria                                                              
AB000087,CostoPromedio ,191                                                                     
AB000087,CodigoCliente ,FG13627                                                                 
AB000087,NombreCliente ,Nulla Interdum Curabitur Incorporated                                   
AB000087,CodigoTienda  ,T1                                                                      
AB000087,NombreTienda  ,Tienda 5                                                                
AB000087,Direccion     ,6a Av. 20-09 Col. Sn. Francisco                                         
AB000087,Region        ,Sur                                                                     
AB000087,Departamento  ,Sacatepéquez                                                            
AB000087,CodigoPlanta  ,P2                                                                      
AB000087,NombrePlanta  ,Planta 2                                                                
AB000087,Region_1      ,Norte                                                                   
AB000087,Departamento_1,Escuintla                                                               
AB000087,cantidad      ,7                                                                       
AB000087,precio        ,286.5                                                                   
AB000087,costo         ,194.82                                                                  
AB000087,fecha         ,Tue Mar 01 00:00:00 CST 2005                                            
AB000088,Descripcion   ,ADIDAS FRESH VIBES ADIDAS DAMA TOILETTE 50                              
AB000088,Linea         ,Perfumeria                                                              
AB000088,CostoPromedio ,191                                                                     
AB000088,CodigoCliente ,A678591                                                                 
AB000088,NombreCliente ,Moana Frazier                                                           
AB000088,CodigoTienda  ,T37                                                                     
AB000088,NombreTienda  ,Tienda 43                                                               
AB000088,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000088,Region        ,Norte                                                                   
AB000088,Departamento  ,Huehuetenango                                                           
AB000088,CodigoPlanta  ,P10                                                                     
AB000088,NombrePlanta  ,Planta 1                                                                
AB000088,Region_1      ,Norte                                                                   
AB000088,Departamento_1,Guatemala                                                               
AB000088,cantidad      ,23                                                                      
AB000088,precio        ,286.5                                                                   
AB000088,costo         ,183.36                                                                  
AB000088,fecha         ,Thu Dec 01 00:00:00 CST 2005                                            
AB000088,Descripcion   ,ADIDAS FRESH VIBES ADIDAS DAMA TOILETTE 50                              
AB000088,Linea         ,Perfumeria                                                              
AB000088,CostoPromedio ,191                                                                     
AB000088,CodigoCliente ,H434583                                                                 
AB000088,NombreCliente ,Bruno Sullivan                                                          
AB000088,CodigoTienda  ,T30                                                                     
AB000088,NombreTienda  ,Tienda 43                                                               
AB000088,Direccion     ,5 Calle 19-01 Calz. Jose Milla y Vidaurre                               
AB000088,Region        ,Norte                                                                   
AB000088,Departamento  ,Huehuetenango                                                           
AB000088,CodigoPlanta  ,P1                                                                      
AB000088,NombrePlanta  ,Planta 1                                                                
AB000088,Region_1      ,Norte                                                                   
AB000088,Departamento_1,Guatemala                                                               
AB000088,cantidad      ,14                                                                      
AB000088,precio        ,286.5                                                                   
AB000088,costo         ,277.905                                                                 
AB000088,fecha         ,Sun Jan 01 00:00:00 CST 2006                                            
AB000088,Descripcion   ,ADIDAS FRESH VIBES ADIDAS DAMA TOILETTE 50                              
AB000088,Linea         ,Perfumeria                                                              
AB000088,CostoPromedio ,191                                                                     
AB000088,CodigoCliente ,PZ21836                                                                 
AB000088,NombreCliente ,Ipsum Primis Foundation                                                 
AB000088,CodigoTienda  ,T20                                                                     
AB000088,NombreTienda  ,Tienda 42                                                               
AB000088,Direccion     ,Av. Petapa 51-57 Local 157 C.C. Plaza Atanasio Tzul                     
